"","rank","name","net_worth","age","country","source","industry","citizenship","education"
"897",878,"Takao Yasuda",3.3,73,"Japan","Retail","Fashion & Retail","Japan","Bachelor of Arts/Science, Keio University"
"898",905,"Karen Virginia Beckmann Legoretta",3.2,53,"Mexico","Tequila","Food & Beverage","Mexico",NA
"899",905,"Giuliana Benetton",3.2,85,"Italy","Fashion retail, investments","Fashion & Retail","Italy",NA
"900",905,"Luciano Benetton",3.2,87,"Italy","Fashion retail, investments","Fashion & Retail","Italy",NA
"901",905,"Arun Bharat Ram",3.2,82,"India","Chemicals","Manufacturing","India","Bachelor of Science in Engineering, University of Michigan"
"902",905,"Ron Burkle",3.2,70,"United States","Supermarkets, investments","Finance & Investments","United States","Diploma, High School"
"903",905,"Chen Kaixuan",3.2,64,"China","Household chemicals","Manufacturing","China",NA
"904",905,"Brunello Cucinelli & family",3.2,69,"Italy","Fashion","Fashion & Retail","Italy",NA
"905",905,"Antonio Del Valle Ruiz & family",3.2,84,"Mexico","Chemicals","Manufacturing","Mexico",NA
"906",905,"Gustavo Denegri & family",3.2,86,"Italy","Biotech","Healthcare","Italy",NA
"907",905,"Dong Jinggui",3.2,53,"China","Electric scooters","Automotive","China",NA
"908",905,"Charles Ergen",3.2,70,"United States","Satellite TV","Media & Entertainment","United States","Bachelor of Arts/Science, University of Tennessee Knoxville; Master of Business Administration, Wake Forest University School of Business"
"909",905,"David Filo",3.2,56,"United States","Yahoo","Technology","United States","Master of Science, Stanford University; Bachelor of Arts/Science, Tulane University"
"910",905,"Lindsay Fox",3.2,85,"Australia","Logistics, real estate","Logistics","Australia",NA
"911",905,"Sergei Galitsky",3.2,55,"Russia","Retail","Fashion & Retail","Russia","Bachelor of Arts/Science, Kuban State University"
"912",905,"Senapathy Gopalakrishnan",3.2,67,"India","Software services","Technology","India","Master of Science, Indian Institute of Technology"
"913",905,"Luciano Hang",3.2,60,"Brazil","Department stores","Fashion & Retail","Brazil",NA
"914",905,"Michael Hintze",3.2,69,"Australia","Investment","Finance & Investments","Australia","Master of Business Administration, Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney"
"915",905,"Hu Baifan",3.2,60,"China","Pharmaceuticals","Healthcare","China","Bachelor of Arts/Science, Shaoxing University; Master of Business Administration, Zhejiang University"
"916",905,"Hamilton James & family",3.2,71,"United States","Investments","Finance & Investments","United States","Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University"
"917",905,"Lee Boo-jin",3.2,52,"South Korea","Samsung","Technology","South Korea","Bachelor of Arts/Science, Yonsei University"
"918",905,"Li Liangbin",3.2,55,"China","Lithium","Manufacturing","China",NA
"919",905,"Liang Feng",3.2,54,"China","Manufacturing","Manufacturing","China",NA
"920",905,"Samir Mehta",3.2,59,"India","Pharmaceuticals, power","Healthcare","India",NA
"921",905,"Sudhir Mehta",3.2,68,"India","Pharmaceuticals, power","Healthcare","India",NA
"922",905,"Aristotelis Mistakidis",3.2,61,"Greece","Mining, commodities","Metals & Mining","Greece","Bachelor of Arts/Science, London School of Economics"
"923",905,"Geoffrey Palmer",3.2,72,"United States","Real estate","Real Estate","United States","Doctor of Jurisprudence, Pepperdine Caruso School of Law; Bachelor of Arts/Economics, University of Colorado at Boulder"
"924",905,"Roger Penske",3.2,86,"United States","Cars","Automotive","United States","Drop Out, Lehigh University"
"925",905,"Ravi Pillai",3.2,69,"India","Construction","Construction & Engineering","India",NA
"926",905,"David Rubenstein",3.2,73,"United States","Private equity","Finance & Investments","United States","Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago"
"927",905,"Hilton Schlosberg",3.2,70,"United Kingdom","Energy drinks","Food & Beverage","United Kingdom",NA
"928",905,"Klaus-Peter Schulenberg",3.2,71,"Germany","Ticketing service","Service","Germany",NA
"929",905,"Lynn Schusterman",3.2,84,"United States","Oil & gas, investments","Energy","United States","Drop Out, University of Miami"
"930",905,"Isabella Seràgnoli",3.2,77,"Italy","Packaging","Manufacturing","Italy",NA
"931",905,"Shen Guojun",3.2,60,"China","Retail","Fashion & Retail","China","Master of Arts, Zhongnan University of Economics and Law"
"932",905,"Warren Stephens",3.2,66,"United States","Investment banking","Finance & Investments","United States","Master of Business Administration, Wake Forest University School of Business; Bachelor of Arts/Science, Washington & Lee University"
"933",905,"Pat Stryker",3.2,66,"United States","Medical equipment","Healthcare","United States","Drop Out, University of Northern Colorado"
"934",905,"Roman Trotsenko",3.2,52,"Russia","Transport, engineering, real estate","Logistics","Russia","Master of Laws, Moscow State University"
"935",905,"Harald Tschira",3.2,48,"Germany","Software","Technology","Germany",NA
"936",905,"Udo Tschira",3.2,53,"Germany","Software","Technology","Germany",NA
"937",905,"Vincent Viola",3.2,67,"United States","Electronic trading","Finance & Investments","United States","Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy"
"938",905,"Wu Shaoxun",3.2,67,"China","Wine","Food & Beverage","China",NA
"939",905,"Steve Wynn",3.2,81,"United States","Casinos, hotels","Gambling & Casinos","United States","Bachelor of Arts/Science, University of Pennsylvania"
"940",905,"Jon Yarbrough",3.2,65,"United States","Video games","Gambling & Casinos","United States","Bachelor of Arts/Science, Tennessee Technological University"
"941",905,"Zhou Bajin",3.2,87,"China","Auto parts","Manufacturing","China",NA
"942",949,"Cho Tak Wong",3.1,76,"Hong Kong","Auto parts","Manufacturing","Hong Kong",NA
"943",949,"John Coates",3.1,53,"United Kingdom","Online gambling","Gambling & Casinos","United Kingdom",NA
"944",949,"Ryan Cohen",3.1,37,"Canada","Investments","Finance & Investments","Canada",NA
"945",949,"Deng Wen",3.1,55,"China","Flavorings","Food & Beverage","China",NA
"946",949,"Gurbachan Singh Dhingra",3.1,72,"India","Paints","Manufacturing","India","Bachelor of Arts/Science, Punjab University"
"947",949,"Kuldip Singh Dhingra",3.1,75,"India","Paints","Manufacturing","India","Bachelor of Science, Delhi University"
"948",949,"Martin Ebner",3.1,77,"Switzerland","Investments","Finance & Investments","Switzerland","Doctorate, University of Florida; Bachelor of Arts/Science, University of Zurich"
"949",949,"Charles Edelstenne",3.1,85,"France","Aviation","Manufacturing","France",NA
"950",949,"Sergei Gordeev",3.1,50,"Russia","Real estate","Real Estate","Russia","Bachelor of Arts/Science, Togliatti Academy of Management"
"951",949,"Jeff T. Green",3.1,46,"United States","Digital advertising","Media & Entertainment","United States",NA
"952",949,"Reed Hastings",3.1,62,"United States","Netflix","Technology","United States","Bachelor of Arts/Science, Bowdoin College; Master of Science, Stanford University"
"953",949,"Bertil Hult",3.1,82,"Sweden","Education","Service","Sweden",NA
"954",949,"Miguel Krigsner",3.1,73,"Brazil","Cosmetics","Fashion & Retail","Brazil",NA
"955",949,"Kuok Khoon Hong",3.1,73,"Singapore","Palm oil","Manufacturing","Singapore",NA
"956",949,"Aerin Lauder",3.1,52,"United States","Estee Lauder","Fashion & Retail","United States","Bachelor of Arts/Science, University of Pennsylvania"
"957",949,"Sheldon Lavin",3.1,90,"United States","Meat processing","Food & Beverage","United States",NA
"958",949,"Yin Yee Lee",3.1,71,"China","Glass","Manufacturing","China",NA
"959",949,"Vladimir Litvinenko & family",3.1,67,"Russia","Chemical industry","Manufacturing","Russia","Master of Science, Saint Petersburg Mining University"
"960",949,"Daniel Mate",3.1,59,"Spain","Mining, commodities","Metals & Mining","Spain","Bachelor of Arts/Science, Universidad Comercial de Deusto; Law Degree, Universidad Comercial de Deusto"
"961",949,"Ravi Modi",3.1,46,"India","Readymade garments","Fashion & Retail","India","B.Com, St Xavier's College Calcutta"
"962",949,"Farhad Moshiri",3.1,67,"United Kingdom","Diversified","Diversified","United Kingdom","Bachelor of Arts/Science, University of London"
"963",949,"Jonathan Nelson",3.1,66,"United States","Private equity","Finance & Investments","United States","Bachelor of Arts/Science, Brown University; Master of Business Administration, Harvard University"
"964",949,"Or Wai Sheun",3.1,71,"Hong Kong","Real estate","Real Estate","Hong Kong",NA
"965",949,"Katharina Otto-Bernstein",3.1,59,"Germany","Real estate","Real Estate","Germany",NA
"966",949,"Sergei Popov",3.1,51,"Russia","Banking","Finance & Investments","Russia","Bachelor of Arts/Science, Ural State Technical University"
"967",949,"Penny Pritzker",3.1,63,"United States","Hotels, investments","Finance & Investments","United States","Bachelor of Arts/Science, Harvard University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University"
"968",949,"Theodore Rachmat",3.1,79,"Indonesia","Diversified","Diversified","Indonesia","Bachelor of Arts/Science, Bandung Institute of Technology"
"969",949,"Renzo Rosso & family",3.1,67,"Italy","Fashion","Fashion & Retail","Italy",NA
"970",949,"Friede Springer",3.1,80,"Germany","Publishing","Media & Entertainment","Germany",NA
"971",949,"Rita Tong Liu",3.1,74,"Hong Kong","Real estate","Real Estate","Hong Kong",NA
"972",949,"Timur Turlov",3.1,35,"Kazakhstan","Stock brokerage","Finance & Investments","Kazakhstan","Bachelor of Science, Moscow State Technical University"
"973",949,"Frank VanderSloot",3.1,74,"United States","Nutrition, wellness products","Fashion & Retail","United States","Bachelor of Arts/Science, Brigham Young University"
"974",949,"Yoo Jung-hyun",3.1,53,"South Korea","Online games","Media & Entertainment","South Korea",NA
"975",982,"Semahat Sevim Arsel",3,94,"Turkey","Diversified","Diversified","Turkey",NA
"976",982,"Nicolas Berggruen",3,61,"United States","Real estate, investments","Real Estate","United States","Bachelor of Arts/Science, New York University"
"977",982,"George Bishop",3,85,"United States","Oil & gas","Energy","United States",NA
"978",982,"Norman Braman",3,90,"United States","Art, car dealerships","Automotive","United States","Bachelor of Arts/Science, Temple University"
"979",982,"Eva Maria Bucher-Haefner",3,66,"Switzerland","Software, investments","Technology","Switzerland",NA
"980",982,"Cai Dongchen",3,70,"China","Pharmaceuticals","Healthcare","China","Master, Chinese Academy of Social Sciences; Master of Business Administration, Nankai University"
"981",982,"Jean-Pierre Cayard",3,80,"France","Spirits","Food & Beverage","France",NA
"982",982,"Todd Christopher",3,60,"United States","Hair care products","Fashion & Retail","United States","Drop Out, High School"
"983",982,"Mang Yee Chu & family",3,63,"China","Real estate","Real Estate","China",NA
"984",982,"William Conway, Jr.",3,73,"United States","Private equity","Finance & Investments","United States","Bachelor of Arts/Science, Dartmouth College"
"985",982,"Jean Coutu & family",3,95,"Canada","Drugstores","Fashion & Retail","Canada",NA
"986",982,"Catheline Perier D'Ieteren",3,78,"Belgium","Auto parts, distribution","Automotive","Belgium",NA
"987",982,"Edward DeBartolo, Jr.",3,76,"United States","Shopping centers","Real Estate","United States","Bachelor of Arts/Science, Notre Dame University"
"988",982,"Stephen Deckoff",3,57,"United States","Private equity","Finance & Investments","United States","Bachelor of Science, Cornell University"
"989",982,"Feng Hailiang",3,62,"China","Copper, education","Metals & Mining","China","Master of Business Administration, Zhejiang University"
"990",982,"Ernest Garcia, II.",3,65,"United States","Used cars","Automotive","United States","Drop Out, University of Arizona"
"991",982,"Sam Goi",3,76,"Singapore","Frozen foods","Food & Beverage","Singapore",NA
"992",982,"Carlos Hank Rhon",3,75,"Mexico","Banking","Diversified","Mexico","Bachelor of Science in Engineering, Universidad Nacional Autonoma de Mexico"
"993",982,"Susan Carol Holland",3,66,"Italy","Hearing aids","Manufacturing","Italy",NA
"994",982,"Hui Ka Yan",3,64,"China","Real estate","Real Estate","China","Bachelor of Arts/Science, Wuhan U of  Science & Tec"
"995",982,"Vivek Jain",3,67,"India","Chemicals","Manufacturing","India","Master of Business Administration, Indian Institute of Management, Ahmedabad; Bachelor of Arts/Science, St Stephen's College (India)"
"996",982,"Friedrich Knapp",3,71,"Germany","Fashion retail","Fashion & Retail","Germany",NA
"997",982,"Egor Kulkov",3,51,"Russia","Pharmaceuticals","Healthcare","Russia","Master of Science, Novosibirsk State University"
"998",982,"Lin Ming-hsiung",3,73,"Taiwan","Supermarkets","Fashion & Retail","Taiwan",NA
"999",982,"Lin Xiucheng & family",3,67,"China","Electronics","Technology","China","Bachelor of Arts/Science, Xiamen University"
"1000",982,"Harsh Mariwala",3,71,"India","Consumer goods","Food & Beverage","India","Bachelor of Arts/Science, University of Mumbai"
"1001",982,"Gilles Martin",3,59,"France","Laboratory services","Healthcare","France","Bachelor of Arts/Science, Ecole centrale de Paris; Master, Syracuse University; Ph.D, Syracuse University"
"1002",982,"Maja Oeri",3,68,"Switzerland","Pharmaceuticals","Healthcare","Switzerland",NA
"1003",982,"John Paulson",3,67,"United States","Hedge funds","Finance & Investments","United States","Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, New York University"
"1004",982,"Ajay Piramal",3,67,"India","Pharmaceuticals","Healthcare","India","Bachelor of Arts/Science, University of Mumbai; Master of Business Administration, University of Mumbai"
"1005",982,"Guanghe Qiu & family",3,71,"China","Fashion retail","Fashion & Retail","China",NA
"1006",982,"Stephen Rubin",3,86,"United Kingdom","Sports apparel","Fashion & Retail","United Kingdom",NA
"1007",982,"Robert Sands",3,64,"United States","Liquor","Food & Beverage","United States","Law Degree, Pace University; Bachelor of Arts/Science, Skidmore College"
"1008",982,"Erik Selin",3,55,"Sweden","Real estate","Real Estate","Sweden",NA
"1009",982,"Yonghong Shi & family",3,54,"China","Restaurants","Food & Beverage","China",NA
"1010",982,"Martua Sitorus",3,63,"Indonesia","Palm oil","Manufacturing","Indonesia",NA
"1011",982,"Guangxin Sun",3,60,"China","Diversified","Diversified","China","Master of Arts, Chinese Academy of Social Sciences; EMBA, Tianjin University"
"1012",982,"Sukanto Tanoto",3,73,"Indonesia","Diversified","Diversified","Indonesia",NA
"1013",982,"Sunny Varkey",3,65,"India","Education","Service","India",NA
"1014",982,"Gang Ye",3,42,"Singapore","Gaming","Media & Entertainment","Singapore","Bachelor of Science, Carnegie Mellon"
"1015",982,"Ye Xiaoping",3,60,"China","Pharmaceuticals","Healthcare","China","Ph.D, Oxford University"
"1016",982,"Lei Zhang",3,50,"China","Investments","Finance & Investments","China","Bachelor of Arts/Economics, Renmin University of China; Master of Business Administration, The Yale School of Management; Master of Arts, Yale University"
"1017",982,"Zhu Gongshan & family",3,65,"China","Solar panel materials","Manufacturing","China",NA
"1018",1027,"Isak Andic & family",2.9,69,"Spain","Fashion retail","Fashion & Retail","Spain",NA
"1019",1027,"Alberto Bombassei",2.9,82,"Italy","Automotive brakes","Automotive","Italy",NA
"1020",1027,"Cao Longxiang & family",2.9,65,"China","Pharmaceuticals","Healthcare","China",NA
"1021",1027,"Roy Carroll, II.",2.9,60,"United States","Real estate","Real Estate","United States","Drop Out, University of North Carolina at Greensboro"
"1022",1027,"John Caudwell",2.9,70,"United Kingdom","Mobile phones","Telecom","United Kingdom",NA
"1023",1027,"James Clark",2.9,79,"United States","Netscape, investments","Technology","United States","Bachelor of Arts/Science, University of New Orleans; Master of Science, University of New Orleans; Ph.D, University of Utah"
"1024",1027,"Jacques D'Amours",2.9,66,"Canada","Convenience stores","Fashion & Retail","Canada",NA
"1025",1027,"John Paul DeJoria",2.9,78,"United States","Hair products, tequila","Fashion & Retail","United States","Diploma, High School"
"1026",1027,"Bernard Ecclestone & family",2.9,92,"United Kingdom","Formula One","Sports","United Kingdom",NA
"1027",1027,"Michael Federmann & family",2.9,79,"Israel","Defense, hotels","Technology","Israel",NA
"1028",1027,"Kenneth Feld & family",2.9,74,"United States","Live entertainment","Media & Entertainment","United States","Bachelor of Arts/Science, Boston University"
"1029",1027,"Gu Yuhua & family",2.9,73,"China","Furniture","Manufacturing","China",NA
"1030",1027,"Otto Happel",2.9,75,"Germany","Engineering","Construction & Engineering","Germany",NA
"1031",1027,"Gudrun Heine",2.9,68,"Germany","Medical devices","Healthcare","Germany",NA
"1032",1027,"Donald Horton & family",2.9,73,"United States","Homebuilding","Real Estate","United States","Bachelor of Arts/Science, University of Central Arkansas"
"1033",1027,"Zarakh Iliev",2.9,56,"Russia","Real estate","Real Estate","Russia",NA
"1034",1027,"Ipek Kirac",2.9,38,"Turkey","Diversified","Diversified","Turkey",NA
"1035",1027,"Lee Seo-hyun",2.9,49,"South Korea","Samsung","Technology","South Korea","Bachelor of Arts/Science, Parsons School of Design"
"1036",1027,"Li Jianquan & family",2.9,66,"Hong Kong","Consumer products","Healthcare","Hong Kong",NA
"1037",1027,"Li Li",2.9,57,"China","Healthcare","Healthcare","China",NA
"1038",1027,"Li Xiaohua & family",2.9,61,"China","Packaging","Manufacturing","China","Master of Science, University of Massachusetts"
"1039",1027,"Liu Xiaodong",2.9,55,"China","Flavorings","Manufacturing","China",NA
"1040",1027,"Martin Lorentzon",2.9,54,"Sweden","Spotify","Technology","Sweden",NA
"1041",1027,"Ronald McAulay",2.9,87,"Hong Kong","Energy","Energy","Hong Kong","Master of Arts, University of Glasgow"
"1042",1027,"Erwin Franz Mueller",2.9,90,"Germany","Drugstores","Fashion & Retail","Germany",NA
"1043",1027,"Georg Nemetschek & family",2.9,89,"Germany","Software","Technology","Germany",NA
"1044",1027,"God Nisanov",2.9,50,"Russia","Real estate","Real Estate","Russia","Diploma, Baku Institute of Law"
"1045",1027,"Vikas Oberoi",2.9,52,"India","Real estate","Real Estate","India","Bachelor of Arts/Science, University of Mumbai"
"1046",1027,"Gregorio Perez Companc & family",2.9,87,"Argentina","Oil & gas","Energy","Argentina","Drop Out, High School"
"1047",1027,"Sebastian Piñera & family",2.9,73,"Chile","Investments","Finance & Investments","Chile","Doctorate, Harvard University"
"1048",1027,"Arvind Poddar",2.9,65,"India","Tires","Automotive","India",NA
"1049",1027,"Alexey Repik",2.9,43,"Russia","Pharmaceuticals","Healthcare","Russia","Master of Science, The National Research University Higher School of Economics"
"1050",1027,"Haim Saban",2.9,78,"United States","TV network, investments","Media & Entertainment","United States","Diploma, High School"
"1051",1027,"Rodney Sacks",2.9,73,"United States","Energy drinks","Food & Beverage","United States","Law Degree, University of Witwatersrand"
"1052",1027,"Karthik Sarma",2.9,48,"India","Hedge fund","Finance & Investments","India","Bachelor of Technology, Indian Institute of Technology; Master of Arts/Science, Princeton University"
"1053",1027,"Sybill Storz",2.9,85,"Germany","Medical devices","Healthcare","Germany",NA
"1054",1027,"Daniel Sundheim",2.9,46,"United States","Hedge funds","Finance & Investments","United States",NA
"1055",1027,"William Wrigley, Jr.",2.9,59,"United States","Chewing gum","Food & Beverage","United States","Bachelor of Arts/Science, Duke University"
"1056",1027,"Zhang Wenzhong",2.9,61,"China","Supermarkets","Fashion & Retail","China",NA
"1057",1027,"Zhou Jianping",2.9,62,"China","Fashion retail","Fashion & Retail","China",NA
"1058",1067,"Joy Alukkas",2.8,66,"India","Jewelry","Fashion & Retail","India",NA
"1059",1067,"Kang An",2.8,74,"China","Pharmaceuticals","Healthcare","China","Bachelor of Arts/Science, Henan Normal University"
"1060",1067,"Garrett Camp",2.8,44,"Canada","Uber","Technology","Canada","Master of Science, University of Calgary"
"1061",1067,"Chen Lip Keong",2.8,75,"Malaysia","Casinos, property, energy","Gambling & Casinos","Malaysia","Medical Doctor, University of Malaya"
"1062",1067,"Choo Chong Ngen",2.8,69,"Singapore","Hotels","Real Estate","Singapore",NA
"1063",1067,"Euisun Chung",2.8,52,"South Korea","Hyundai","Automotive","South Korea","Bachelor of Business Administration, Korea University; Master of Business Administration, University of San Francisco"
"1064",1067,"Smita Crishna-Godrej",2.8,72,"India","Consumer goods","Diversified","India",NA
"1065",1067,"Eleanor Butt Crook & family",2.8,90,"United States","Supermarkets","Fashion & Retail","United States",NA
"1066",1067,"Du Jiangtao & family",2.8,53,"China","Chemicals","Manufacturing","China","Master of Arts, Beijing Institute of Technology"
"1067",1067,"Lorenzo Fertitta",2.8,54,"United States","Casinos, mixed martial arts","Sports","United States","Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, U of San Diego"
"1068",1067,"Adi Godrej",2.8,81,"India","Consumer goods","Diversified","India","Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology"
"1069",1067,"Jamshyd Godrej",2.8,74,"India","Diversified","Diversified","India","Bachelor of Science in Engineering, Illinois Institute of Technology"
"1070",1067,"Lee Yeow Chor",2.8,56,"Malaysia","Palm oil, property","Real Estate","Malaysia","LLB, Kings College London"
"1071",1067,"Li Weiguo",2.8,58,"China","Construction materials","Manufacturing","China",NA
"1072",1067,"Dmitry Mazepin",2.8,54,"Russia","Chemicals","Manufacturing","Russia","Bachelor of Arts/Science, Moscow Institute of International Relations"
"1073",1067,"Drayton McLane, Jr.",2.8,86,"United States","Walmart, logistics","Fashion & Retail","United States","Bachelor of Arts/Science, Baylor University; Master of Business Administration, Broad College of Business"
"1074",1067,"Najib Mikati",2.8,67,"Lebanon","Telecom","Telecom","Lebanon","Bachelor of Arts/Science, American University of Beirut, Lebanon; Master of Business Administration, American University of Beirut, Lebanon"
"1075",1067,"Taha Mikati",2.8,78,"Lebanon","Telecom","Telecom","Lebanon","Bachelor of Arts/Science, American University of Beirut, Lebanon"
"1076",1067,"Akira Mori & family",2.8,86,"Japan","Real estate","Real Estate","Japan",NA
"1077",1067,"Rishad Naoroji",2.8,71,"India","Consumer goods","Diversified","India","Associate in Arts/Science, University of Mumbai"
"1078",1067,"Philip Niarchos",2.8,69,"Greece","Art collection","Diversified","Greece",NA
"1079",1067,"Nandan Nilekani",2.8,67,"India","Software services","Technology","India","Bachelor of Arts/Science, Indian Institute of Technology"
"1080",1067,"Ranjan Pai",2.8,50,"India","Education","Service","India",NA
"1081",1067,"Madhukar Parekh",2.8,76,"India","Adhesives","Manufacturing","India","Bachelor of Science in Engineering, University of Mumbai"
"1082",1067,"Sean Parker",2.8,43,"United States","Facebook","Technology","United States","Diploma, High School"
"1083",1067,"Stewart Rahr",2.8,77,"United States","Drug distribution","Healthcare","United States","Bachelor of Arts/Science, New York University"
"1084",1067,"Su Hua",2.8,41,"China","Video streaming","Media & Entertainment","China","Bachelor of Science, Tsinghua University"
"1085",1067,"Sun Shoukuan",2.8,73,"China","Metals, coal","Manufacturing","China",NA
"1086",1067,"Tseng Cheng",2.8,61,"Taiwan","Petrochemicals","Manufacturing","Taiwan",NA
"1087",1067,"Tung Chee Hwa",2.8,85,"Hong Kong","Shipping","Logistics","Hong Kong","Bachelor of Science in Engineering, University of Liverpool"
"1088",1067,"Meg Whitman",2.8,66,"United States","EBay","Technology","United States","Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Princeton University"
"1089",1067,"Wong Luen Hei",2.8,61,"China","Building materials","Manufacturing","China",NA
"1090",1067,"Chenghai Ye & family",2.8,79,"Hong Kong","Pharmaceuticals","Healthcare","Hong Kong","Bachelor of Arts/Science, Renmin University of China"
"1091",1067,"Zhu Xingming",2.8,56,"China","Electrical equipment","Manufacturing","China",NA
"1092",1104,"Jose Joao Abdalla Filho",2.7,77,"Brazil","Investments","Finance & Investments","Brazil",NA
"1093",1104,"Juan Abello",2.7,81,"Spain","Investments","Finance & Investments","Spain",NA
"1094",1104,"Suhail Bahwan",2.7,84,"Oman","Diversified","Diversified","Oman",NA
"1095",1104,"Madhur Bajaj",2.7,70,"India","Diversified","Diversified","India","Master of Business Administration, International Institute for Management and Development"
"1096",1104,"Niraj Bajaj",2.7,68,"India","Diversified","Diversified","India","Master of Business Administration, Harvard Business School"
"1097",1104,"Shekhar Bajaj",2.7,74,"India","Diversified","Diversified","India","Master of Business Administration, New York University; Bachelor of Science, Pune University"
"1098",1104,"Harindarpal Banga",2.7,72,"India","Commodities","Finance & Investments","India",NA
"1099",1104,"Anne Beaufour",2.7,59,"France","Pharmaceuticals","Healthcare","France",NA
"1100",1104,"Henri Beaufour",2.7,57,"France","Pharmaceuticals","Healthcare","France",NA
"1101",1104,"Andrei Bokarev",2.7,56,"Russia","Metals, mining","Manufacturing","Russia","Master of Arts/Science, Finance Academy under the Government of the Russian Federation"
"1102",1104,"Jack Cowin",2.7,80,"Australia","Fast food","Food & Beverage","Australia","Bachelor of Arts/Science, University of Western Ontario"
"1103",1104,"Glenn Dubin",2.7,65,"United States","Hedge funds","Finance & Investments","United States","Bachelor of Arts/Science, SUNY Stony Brook"
"1104",1104,"N. Murray Edwards",2.7,63,"Canada","Oil & gas","Energy","Canada","Bachelor of Arts/Science, University of Saskatchewan; Doctor of Jurisprudence, University of Toronto"
"1105",1104,"Frank Fertitta, III.",2.7,61,"United States","Casinos, mixed martial arts","Sports","United States","Bachelor of Arts/Science, University of Southern California"
"1106",1104,"Abhay Firodia",2.7,78,"India","Automobiles","Automotive","India",NA
"1107",1104,"Bruce Flatt",2.7,57,"Canada","Money management","Finance & Investments","Canada","B.Com, University of Manitoba"
"1108",1104,"Miguel Fluxa Rossello",2.7,84,"Spain","Hotels","Service","Spain",NA
"1109",1104,"Robert Friedland",2.7,72,"United States","Mining","Metals & Mining","United States","Bachelor of Arts/Science, Reed College"
"1110",1104,"Alexander Frolov",2.7,58,"Russia","Mining, steel","Metals & Mining","Russia","Ph.D, Moscow Institute of Physics and Technology"
"1111",1104,"Nadir Godrej",2.7,72,"India","Consumer goods","Diversified","India","Master of Business Administration, Harvard Business School; Bachelor of Science in Engineering, Massachusetts Institute of Technology; Master of Science in Engineering, Stanford University"
"1112",1104,"Maggie Hardy",2.7,57,"United States","Building materials","Service","United States","Drop Out, West Virginia University"
"1113",1104,"Nithin Kamath",2.7,43,"India","Financial services","Finance & Investments","India",NA
"1114",1104,"Samvel Karapetyan",2.7,57,"Russia","Real estate","Construction & Engineering","Russia","Bachelor of Arts/Science, Yerevan Polytechnic Institute"
"1115",1104,"Kei Hoi Pang",2.7,57,"China","Real estate","Real Estate","China",NA
"1116",1104,"Mustafa Rahmi Koc",2.7,92,"Turkey","Diversified","Diversified","Turkey","Bachelor of Arts/Science, Johns Hopkins University"
"1117",1104,"Yuri Kovalchuk & family",2.7,71,"Russia","Banking, insurance, media","Finance & Investments","Russia","Doctorate, St Petersburg State University"
"1118",1104,"Geoffrey Kwok",2.7,37,"Hong Kong","Real estate","Real Estate","Hong Kong","Bachelor of Arts/Economics, Yale University"
"1119",1104,"Jonathan Kwok",2.7,31,"Hong Kong","Real Estate","Real Estate","Hong Kong","Bachelor of Business Administration, Cornell University"
"1120",1104,"Hans Langer",2.7,71,"Germany","3D printing","Manufacturing","Germany",NA
"1121",1104,"Frank Laukien",2.7,63,"United States","Scientific equipment","Manufacturing","United States","Doctorate, Harvard University; Bachelor of Arts/Science, Massachusetts Institute of Technology"
"1122",1104,"Maritsa Lazari & family",2.7,78,"United Kingdom","Real estate","Real Estate","United Kingdom",NA
"1123",1104,"Angela Leong",2.7,62,"Hong Kong","Casinos","Real Estate","Hong Kong","Diploma, High School"
"1124",1104,"Li Zhongchu",2.7,59,"China","Software","Technology","China","Bachelor of Arts/Science, Wuhan University"
"1125",1104,"Liang Yunchao",2.7,54,"China","Nutritional supplements","Food & Beverage","China","Master of Business Administration, Sun Yat-sen University; Bachelor of Arts/Science, Zhongnan University of Economics and Law"
"1126",1104,"Vincent McMahon",2.7,77,"United States","Entertainment","Sports","United States","Bachelor of Arts/Science, East Carolina University"
"1127",1104,"Patrice Motsepe",2.7,61,"South Africa","Mining","Metals & Mining","South Africa",NA
"1128",1104,"Denis O'Brien",2.7,64,"Ireland","Telecom","Telecom","Ireland","Master of Business Administration, Carroll School of Management"
"1129",1104,"Dan Olsson",2.7,76,"Sweden","Diversified","Diversified","Sweden",NA
"1130",1104,"Yuji Otsuka",2.7,69,"Japan","Copy machines, software","Technology","Japan",NA
"1131",1104,"Pan Dong",2.7,58,"Canada","Consumer goods","Fashion & Retail","Canada","Master of Business Administration, Lawrence Technological University; Bachelor of Science, Wuhan University; Master, Wuhan University"
"1132",1104,"Karsanbhai Patel",2.7,79,"India","Consumer goods","Diversified","India",NA
"1133",1104,"Richard Peery",2.7,84,"United States","Real estate","Real Estate","United States","Bachelor of Arts/Science, Brigham Young University"
